Farm id,Time,Year,Severity,Rel,Abs,State,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,shannon_diversity,Av_T2M,Av_T2MDEW,Av_T2MWET,Av_TS,Av_T2M_RANGE,Av_QV2M,Av_RH2M,Av_PRECTOTCORR,Av_CLRSKY_SFC_PAR_TOT,Av_ALLSKY_SFC_PAR_TOT,Av_PS,Av_WS10M,Av_WD10M,Av_ALLSKY_SFC_LW_DWN,Sd_T2M,Sd_T2MDEW,Sd_T2MWET,Sd_TS,Sd_T2M_RANGE,Sd_QV2M,Sd_RH2M,Sd_PRECTOTCORR,Sd_CLRSKY_SFC_PAR_TOT,Sd_ALLSKY_SFC_PAR_TOT,Sd_PS,Sd_WS10M,Sd_WD10M,Sd_ALLSKY_SFC_LW_DWN,Skew_T2M,Skew_T2MDEW,Skew_T2MWET,Skew_TS,Skew_T2M_RANGE,Skew_QV2M,Skew_RH2M,Skew_PRECTOTCORR,Skew_CLRSKY_SFC_PAR_TOT,Skew_ALLSKY_SFC_PAR_TOT,Skew_PS,Skew_WS10M,Skew_WD10M,Skew_ALLSKY_SFC_LW_DWN,Kur_T2M,Kur_T2MDEW,Kur_T2MWET,Kur_TS,Kur_T2M_RANGE,Kur_QV2M,Kur_RH2M,Kur_PRECTOTCORR,Kur_CLRSKY_SFC_PAR_TOT,Kur_ALLSKY_SFC_PAR_TOT,Kur_PS,Kur_WS10M,Kur_WD10M,Kur_ALLSKY_SFC_LW_DWN,Entr_T2M,Entr_T2MDEW,Entr_T2MWET,Entr_TS,Entr_T2M_RANGE,Entr_QV2M,Entr_RH2M,Entr_PRECTOTCORR,Entr_CLRSKY_SFC_PAR_TOT,Entr_ALLSKY_SFC_PAR_TOT,Entr_PS,Entr_WS10M,Entr_WD10M,Entr_ALLSKY_SFC_LW_DWN,Commercial/small scale
Farm 12,End,2022,6,0.52133,0.19224044,South Carolina,0,0,0,0,0,1,0,0,0,26.526739,18.919565,22.722826,27.045543,12.420761,14.139348,67.382717,3.019565,148.532609,121.488261,99.26413,2.070435,186.237065,395.708043,2.2482981,3.4513947,2.5403263,2.3084976,2.8201497,2.6649907,9.5266969,4.7356624,5.4597659,24.4199309,0.318082,0.6615349,65.3099636,24.3036466,-0.50423211,-1.37142743,-0.98008304,-0.47498737,0.08311246,-0.85966305,-0.60873265,2.48843223,-0.40945972,-1.1488296,-0.04258885,0.46666339,-0.61038211,-1.52829996,2.40549,4.838528,3.352083,2.385911,2.547336,3.331897,3.629823,10.180238,3.941482,4.630487,2.227904,2.632902,2.663343,5.07957,4.518175,4.503293,4.515332,4.518126,4.495873,4.502822,4.511481,3.620152,4.521116,4.499323,4.521783,4.471818,4.451232,4.519858,Commercial
Farm 13,End,2022,7,0.39455,0.11984456,South Carolina,0,0.026349,0.973651,0,0,0,0,0,0.45213254,26.526739,18.919565,22.722826,27.045543,12.420761,14.139348,67.382717,3.019565,148.464783,120.365761,99.26413,2.070435,186.237065,401.540978,2.2482981,3.4513947,2.5403263,2.3084976,2.8201497,2.6649907,9.5266969,4.7356624,5.3089173,25.5328746,0.318082,0.6615349,65.3099636,22.1848441,-0.50423211,-1.37142743,-0.98008304,-0.47498737,0.08311246,-0.85966305,-0.60873265,2.48843223,-0.44289237,-0.82646341,-0.04258885,0.46666339,-0.61038211,-1.66141552,2.40549,4.838528,3.352083,2.385911,2.547336,3.331897,3.629823,10.180238,4.080094,3.094445,2.227904,2.632902,2.663343,5.727728,4.518175,4.503293,4.515332,4.518126,4.495873,4.502822,4.511481,3.620152,4.521152,4.497545,4.521783,4.471818,4.451232,4.520228,Commercial
Farm 14,Mid,2020,6,0.69801,0.37867043,South Carolina,0.017665,0.024969,0.269527,0.626158,0,0,0,0.061681,1.147790522,24.923043,20.343043,22.631522,25.031739,9.743913,15.358478,77.913913,2.674348,150.446957,122.976522,98.577174,2.100217,190.547174,404.975652,3.0932585,2.269689,2.5695127,3.1685519,2.1252153,2.0023996,7.0946401,2.8060266,3.5506625,25.260526,0.3177677,0.8326197,83.3353149,16.6483858,-1.20501452,-1.4713889,-1.58396358,-1.07060109,-0.64859883,-1.24979483,0.01156992,1.11146598,-0.1862214,-1.08288274,0.26699927,1.12446813,-0.6372997,-1.23000399,4.667486,4.562494,5.276001,4.441459,3.084471,3.826876,1.847258,3.114439,2.289036,3.632661,2.234579,3.930641,2.18886,4.342252,3.820625,3.822154,3.821875,3.820341,3.803527,3.819772,3.824577,3.312473,3.828369,3.805726,3.828636,3.757725,3.715384,3.8278,Commercial
Farm 15,Mid,2020,7,0.82453,0.39886639,South Carolina,0.033801,0.291307,0.410928,0.085138,0,0,0,0.178826,1.199426653,24.923043,20.343043,22.631522,25.031739,9.743913,15.358478,77.913913,2.674348,150.446957,122.976522,98.577174,2.100217,190.547174,404.975652,3.0932585,2.269689,2.5695127,3.1685519,2.1252153,2.0023996,7.0946401,2.8060266,3.5506625,25.260526,0.3177677,0.8326197,83.3353149,16.6483858,-1.20501452,-1.4713889,-1.58396358,-1.07060109,-0.64859883,-1.24979483,0.01156992,1.11146598,-0.1862214,-1.08288274,0.26699927,1.12446813,-0.6372997,-1.23000399,4.667486,4.562494,5.276001,4.441459,3.084471,3.826876,1.847258,3.114439,2.289036,3.632661,2.234579,3.930641,2.18886,4.342252,3.820625,3.822154,3.821875,3.820341,3.803527,3.819772,3.824577,3.312473,3.828369,3.805726,3.828636,3.757725,3.715384,3.8278,Commercial
Farm 16,Mid,2020,6,0.79036,0.4801437,South Carolina,0.028101,0.016732,0.775458,0.104585,0,0,0,0.075124,1.066247709,24.923043,20.343043,22.631522,25.031739,9.743913,15.358478,77.913913,2.674348,150.446957,122.976522,98.577174,2.100217,190.547174,404.975652,3.0932585,2.269689,2.5695127,3.1685519,2.1252153,2.0023996,7.0946401,2.8060266,3.5506625,25.260526,0.3177677,0.8326197,83.3353149,16.6483858,-1.20501452,-1.4713889,-1.58396358,-1.07060109,-0.64859883,-1.24979483,0.01156992,1.11146598,-0.1862214,-1.08288274,0.26699927,1.12446813,-0.6372997,-1.23000399,4.667486,4.562494,5.276001,4.441459,3.084471,3.826876,1.847258,3.114439,2.289036,3.632661,2.234579,3.930641,2.18886,4.342252,3.820625,3.822154,3.821875,3.820341,3.803527,3.819772,3.824577,3.312473,3.828369,3.805726,3.828636,3.757725,3.715384,3.8278,Commercial
Farm 17,Mid,2020,8,0.77384,0.4130371,Georgia,0,0.003271,0.918267,0.078462,0,0,0,0,0.766665914,23.878913,17.98087,20.930652,24.213043,11.301739,13.236522,72.558043,3.307609,152.610217,123.449783,100.861087,2.756304,157.995652,389.881087,2.827166,4.3139535,3.4780502,2.9056029,3.1880076,3.1646325,9.0203443,5.9272985,3.3228906,29.847074,0.3006898,0.8249427,75.6798292,33.1406865,-1.08653284,-1.06903038,-1.19457301,-1.11066774,0.0833589,-0.60594,0.07620587,2.29365856,-0.29498591,-1.06963331,-0.1180206,0.1787216,0.10831853,-1.12394159,3.492946,3.432745,3.680128,3.643466,2.23492,2.643101,2.24714,7.360963,3.257649,3.250396,2.608157,2.099568,1.900022,3.511918,3.821429,3.796742,3.813959,3.821216,3.788832,3.798454,3.821062,2.720832,3.828409,3.796315,3.828637,3.784236,3.709152,3.824979,Small
Farm 17,Mid,2021,4,0.42432,0.222768,Georgia,0,0.001825,0.982993,0.015183,0,0,0,0,0.373136832,24.373478,17.26587,20.817391,24.706087,12.508261,12.566739,68.47587,2.328261,151.818478,127.002826,101.016304,2.671739,177.225435,386.578696,3.3484074,3.7074829,3.201316,3.5348434,3.1698989,2.8703821,11.4235753,3.9031619,3.7444833,24.3340536,0.3875184,0.8287509,71.7824216,27.5157091,-0.84125219,-0.35505402,-0.9062997,-0.7753508,-0.93293782,0.03748515,0.73890157,1.56933439,-0.65544685,-1.11416492,-0.0897427,0.0140127,-0.26949549,-1.08685637,2.934355,2.511322,2.95043,2.741034,3.433256,2.227172,2.388187,4.157082,3.134483,3.512512,2.326161,2.156906,1.581026,3.422146,3.818959,3.805013,3.816385,3.818154,3.793005,3.802679,3.81545,2.657465,3.828342,3.808905,3.828634,3.779946,3.74094,3.826092,Small
Farm 17,End,2021,4,0.37618,0.27743275,Georgia,0,0.003707,0.910785,0.085508,0,0,0,0,0.791513138,25.021974,19.295789,22.156974,25.265789,10.875658,14.28,73.947105,4.334605,151.429737,117.191579,101.008816,2.578158,175.020658,397.834868,2.7952069,3.8737487,3.0211014,2.9123069,3.480828,3.1387361,11.8062056,5.5283532,4.2003076,27.3362833,0.3534062,0.9271069,66.0976711,25.9047131,-1.39575115,-0.88978728,-1.43708192,-1.28245318,-0.20268791,-0.60387328,-0.08434482,1.48495853,-0.96788894,-0.63627646,-0.12384178,0.67268599,-0.17331494,-1.54453766,4.750716,2.844884,4.327351,4.430825,2.210176,2.159438,1.735371,4.999534,4.8196,2.518285,2.446792,3.396195,1.637556,4.90389,4.324184,4.309164,4.320811,4.32378,4.276724,4.305323,4.318005,3.566176,4.33035,4.301759,4.330727,4.268399,4.255411,4.328564,Small
Farm 17-W,Winter,2020,4,0.72563,0.33016165,Georgia,0,0.002064,0.963274,0.034661,0,0,0,0,0.550244385,25.323404,21.485745,23.405106,25.42766,8.534468,16.231915,81.308511,7.201702,126.705106,86.665532,100.698511,2.850638,153.838298,409.345745,3.1725866,3.0235875,2.8841786,3.3514177,2.8937946,2.675511,9.2583558,16.9028204,8.9187099,33.2388046,0.2855047,1.1441503,79.1743826,20.3232652,-1.0927802,-1.5079254,-1.7240908,-1.0662035,0.1176953,-1.1615818,-0.6941345,5.2468873,-0.3899532,-0.6436425,0.1425228,1.065898,0.3219126,-2.9283139,3.605533,4.866625,5.065935,3.65886,2.153124,3.805242,2.694437,32.733744,2.122262,2.27429,3.864629,3.850804,1.867227,13.697089,3.842036,3.839578,3.842079,3.841147,3.792081,3.835719,3.843597,2.6789,3.847697,3.765396,3.850144,3.776888,3.717649,3.848876,Small
Farm 18,Mid,2020,6,0.71257,0.35361286,Georgia,0,0.013105,0.346951,0.614111,0,0,0,0.025833,1.138056649,23.878913,17.98087,20.930652,24.213043,11.301739,13.236522,72.558043,3.307609,152.610217,123.449783,100.861087,2.756304,157.995652,389.881087,2.827166,4.3139535,3.4780502,2.9056029,3.1880076,3.1646325,9.0203443,5.9272985,3.3228906,29.847074,0.3006898,0.8249427,75.6798292,33.1406865,-1.08653284,-1.06903038,-1.19457301,-1.11066774,0.0833589,-0.60594,0.07620587,2.29365856,-0.29498591,-1.06963331,-0.1180206,0.1787216,0.10831853,-1.12394159,3.492946,3.432745,3.680128,3.643466,2.23492,2.643101,2.24714,7.360963,3.257649,3.250396,2.608157,2.099568,1.900022,3.511918,3.821429,3.796742,3.813959,3.821216,3.788832,3.798454,3.821062,2.720832,3.828409,3.796315,3.828637,3.784236,3.709152,3.824979,Small
Farm 18,Mid,2021,4,0.42822,0.3104595,Georgia,0,0,1,0,0,0,0,0,0,24.373478,17.26587,20.817391,24.706087,12.508261,12.566739,68.47587,2.328261,151.818478,127.002826,101.016304,2.671739,177.225435,386.578696,3.3484074,3.7074829,3.201316,3.5348434,3.1698989,2.8703821,11.4235753,3.9031619,3.7444833,24.3340536,0.3875184,0.8287509,71.7824216,27.5157091,-0.84125219,-0.35505402,-0.9062997,-0.7753508,-0.93293782,0.03748515,0.73890157,1.56933439,-0.65544685,-1.11416492,-0.0897427,0.0140127,-0.26949549,-1.08685637,2.934355,2.511322,2.95043,2.741034,3.433256,2.227172,2.388187,4.157082,3.134483,3.512512,2.326161,2.156906,1.581026,3.422146,3.818959,3.805013,3.816385,3.818154,3.793005,3.802679,3.81545,2.657465,3.828342,3.808905,3.828634,3.779946,3.74094,3.826092,Small
Farm 18,End,2021,4,0.4134,0.2945475,Georgia,0,0,1,0,0,0,0,0,0,25.021974,19.295789,22.156974,25.265789,10.875658,14.28,73.947105,4.334605,151.429737,117.191579,101.008816,2.578158,175.020658,397.834868,2.7952069,3.8737487,3.0211014,2.9123069,3.480828,3.1387361,11.8062056,5.5283532,4.2003076,27.3362833,0.3534062,0.9271069,66.0976711,25.9047131,-1.39575115,-0.88978728,-1.43708192,-1.28245318,-0.20268791,-0.60387328,-0.08434482,1.48495853,-0.96788894,-0.63627646,-0.12384178,0.67268599,-0.17331494,-1.54453766,4.750716,2.844884,4.327351,4.430825,2.210176,2.159438,1.735371,4.999534,4.8196,2.518285,2.446792,3.396195,1.637556,4.90389,4.324184,4.309164,4.320811,4.32378,4.276724,4.305323,4.318005,3.566176,4.33035,4.301759,4.330727,4.268399,4.255411,4.328564,Small
Farm 18,End,2022,6,0.59314,0.26246445,Georgia,0,0,1,0,0,0,0,0,0,27.158594,19.161094,23.16,27.732813,12.231875,14.128125,66.131719,3.01375,151.739219,130.105312,100.730156,2.216094,173.740937,400.171406,2.8730863,3.3190141,2.6539046,3.0295851,3.0169715,2.5985612,11.1453227,4.282482,4.5422295,26.2772218,0.3174026,0.7507512,74.8924081,22.0367214,-0.4575438,-1.2702131,-1.443331,-0.3708961,-0.4303148,-0.8103578,0.2296565,2.0937251,-0.7120036,-1.9703884,-0.2571824,0.6660057,-0.1953293,-1.3638279,2.70907,4.614479,5.111193,2.514762,2.843444,3.27163,3.084296,7.619712,2.752494,7.611578,2.420608,3.268857,1.832024,4.625714,4.153257,4.142559,4.151979,4.1529,4.126812,4.141014,4.144886,3.358292,4.158439,4.134066,4.158878,4.103758,4.058026,4.15735,Small
Farm 18-W,Winter,2020,5,0.35815,0.19026719,Georgia,0,0,1,0,0,0,0,0,0,25.323404,21.485745,23.405106,25.42766,8.534468,16.231915,81.308511,7.201702,126.705106,86.665532,100.698511,2.850638,153.838298,409.345745,3.1725866,3.0235875,2.8841786,3.3514177,2.8937946,2.675511,9.2583558,16.9028204,8.9187099,33.2388046,0.2855047,1.1441503,79.1743826,20.3232652,-1.0927802,-1.5079254,-1.7240908,-1.0662035,0.1176953,-1.1615818,-0.6941345,5.2468873,-0.3899532,-0.6436425,0.1425228,1.065898,0.3219126,-2.9283139,3.605533,4.866625,5.065935,3.65886,2.153124,3.805242,2.694437,32.733744,2.122262,2.27429,3.864629,3.850804,1.867227,13.697089,3.842036,3.839578,3.842079,3.841147,3.792081,3.835719,3.843597,2.6789,3.847697,3.765396,3.850144,3.776888,3.717649,3.848876,Small
Farm 19,Mid,2022,6,0.80275,0.33213781,Georgia,0,0.006021,0.882367,0.111612,0,0,0,0,0.86997146,25.843043,18.735435,22.28913,26.624348,11.800652,13.757174,68.905435,2.641957,148.953696,126.615217,100.600652,2.586522,177.743913,390.128913,2.5662665,3.34726,2.6865598,2.7669917,2.8422983,2.5600023,9.4272109,3.6040123,4.8534649,23.5723049,0.3235044,0.9711853,76.0711216,24.4667294,-0.45563366,-1.30813081,-1.2167452,-0.25655625,-0.4072651,-0.82288035,0.12988971,1.81653596,-0.04123139,-0.94552361,-0.16885757,0.60789861,-0.49905018,-1.2364898,2.609316,4.588419,4.349074,2.19738,2.854255,3.374002,2.592768,5.620474,2.069114,3.151446,2.574767,3.114455,2.091414,4.303819,3.823724,3.811297,3.821104,3.82329,3.798397,3.81043,3.819467,3.07133,3.828122,3.810304,3.828636,3.760702,3.723801,3.826663,Commercial
Farm 19,End,2022,7,0.7066,0.25172625,Georgia,0,0.019458,0.866718,0.113824,0,0,0,0,0.927990863,27.056471,19.311618,23.184265,27.932941,11.983971,14.241029,66.983824,2.870147,150.109559,128.811618,100.662059,2.514412,173.158529,397.975294,2.8709511,3.1732086,2.6310178,3.0981299,2.8757307,2.5026578,10.0468768,3.635,4.6200538,22.6311379,0.3185113,0.9284755,75.6753908,23.8604632,-0.50752635,-1.32528364,-1.38725694,-0.42054675,-0.21215853,-0.83291709,-0.05818481,1.5784032,-0.41741385,-0.97632096,-0.37010728,0.5925321,-0.28846112,-1.38615349,2.719796,4.964694,5.092746,2.34011,2.731484,3.466796,2.637002,4.809552,2.243465,3.185695,2.59289,3.230487,1.906291,5.094472,4.213831,4.20483,4.212748,4.213323,4.189798,4.203204,4.208279,3.516879,4.219039,4.203113,4.219503,4.153081,4.113462,4.217682,Commercial
Farm 20,Winter,2022,4,0.4393,0.246008,Georgia,0,0,1,0,0,0,0,0,0,25.176981,19.021887,22.099623,25.283585,10.63717,14.399434,72.383396,2.624151,122.860943,100.25566,100.702453,2.225472,151.375094,386.000377,2.5804022,5.5391554,3.9182998,2.6575105,3.3811999,4.1008177,13.7709883,3.5653333,8.4647614,19.5650839,0.2316488,1.1319598,86.2505889,36.1269666,-0.6727228,-1.1890941,-1.1066385,-0.6544483,0.1172236,-0.868375,-0.7850374,1.724422,0.3153083,-0.9999365,-0.536379,2.0455207,0.2588418,-0.7530424,2.41937,3.17555,2.865823,2.381184,2.353058,2.391383,3.105128,6.037892,1.969011,3.832819,3.107636,8.613202,1.777535,2.080743,3.964998,3.920843,3.953582,3.964724,3.919217,3.925407,3.951241,3.132106,3.967977,3.949783,3.970289,3.863397,3.802027,3.965881,Small
Farm 21,Mid,2020,5,0.72482,0.37600038,Georgia,0,0,1,0,0,0,0,0,0,25.05087,19.789565,22.421087,25.512609,10.438261,14.55087,75.242826,4.241739,150.896522,120.236739,100.783478,2.88413,158.938478,401.441522,1.9226808,2.6952056,2.1397697,1.9212582,2.910458,2.2073139,7.5522405,9.0612227,6.5328392,24.6014388,0.2813635,0.9771172,69.9930546,21.0690834,-1.1139947,-1.6162907,-1.8469415,-0.8968176,0.3881777,-0.7966323,0.1078988,3.7637822,-2.8160817,-0.727318,-0.1245843,0.4001829,-0.1380905,-1.8176691,5.152813,7.719053,8.201105,4.541847,2.808899,4.58794,2.496269,18.60742,12.829785,2.619219,3.273948,2.437454,1.851976,7.269822,3.825662,3.818596,3.823857,3.825792,3.790694,3.816679,3.823711,2.640635,3.827684,3.806692,3.828638,3.772581,3.724388,3.827247,Commercial
Farm 21,End,2020,5,0.65289,0.38357288,Georgia,0,0.055272,0.91609,0.028638,0,0,0,0,0.822526831,26.165395,20.846447,23.506184,26.640263,10.354474,15.526711,75.173289,4.441842,150.255132,123.436316,100.743816,2.789211,174.597763,407.561184,2.1444007,2.5515625,2.1705428,2.2067949,2.6429031,2.197679,7.2356242,8.0004784,5.5550233,23.155468,0.2816142,0.8661713,73.0918297,18.6278102,-0.900700943,-1.819280403,-1.771060147,-0.628875797,0.239177274,-1.070327032,0.171527539,3.531945879,-2.570567183,-0.863140552,-0.061360053,0.492139224,0.004602144,-2.234368173,4.370442,8.536597,7.89771,3.789395,2.942058,4.722008,2.448832,18.634038,13.636676,2.944245,2.602262,2.945647,2.005854,9.780287,4.32732,4.322561,4.326237,4.327273,4.298254,4.320139,4.32617,3.35773,4.330035,4.312054,4.330729,4.28352,4.237947,4.329664,Commercial
Farm 21-W,Winter,2020,5,0.72037,0.35748361,Georgia,0,0.001995,0.894319,0.103686,0,0,0,0,0.82847413,25.27,21.703617,23.486383,25.400851,8.290426,16.452553,82.276383,6.075745,124.871277,91.931489,100.628511,3.238723,154.802553,405.098723,3.064817,3.009885,2.901573,3.232657,2.549914,2.663284,7.608659,11.971252,9.125201,29.922779,0.278669,1.244226,80.130839,23.351078,-1.2114131,-1.6674782,-1.7192344,-1.1569091,0.1282708,-1.3462614,-0.6320154,5.2907982,-0.3852024,-0.5951015,0.1624085,0.9759898,0.2511571,-2.332615,3.776934,5.278258,5.070021,3.717274,2.36889,4.275807,2.84635,33.410678,2.093444,2.422887,3.918185,3.213762,1.807674,8.711478,3.842523,3.839813,3.842037,3.841743,3.80262,3.836093,3.845864,2.953686,3.847505,3.791253,3.850144,3.782686,3.714245,3.848441,Commercial
Farm 22,Mid,2020,7,0.7485,0.38454188,Georgia,0,0.014715,0.484523,0.500762,0,0,0,0,1.115433326,25.05087,19.789565,22.421087,25.512609,10.438261,14.55087,75.242826,4.241739,150.896522,120.236739,100.783478,2.88413,158.938478,401.441522,1.9226808,2.6952056,2.1397697,1.9212582,2.910458,2.2073139,7.5522405,9.0612227,6.5328392,24.6014388,0.2813635,0.9771172,69.9930546,21.0690834,-1.1139947,-1.6162907,-1.8469415,-0.8968176,0.3881777,-0.7966323,0.1078988,3.7637822,-2.8160817,-0.727318,-0.1245843,0.4001829,-0.1380905,-1.8176691,5.152813,7.719053,8.201105,4.541847,2.808899,4.58794,2.496269,18.60742,12.829785,2.619219,3.273948,2.437454,1.851976,7.269822,3.825662,3.818596,3.823857,3.825792,3.790694,3.816679,3.823711,2.640635,3.827684,3.806692,3.828638,3.772581,3.724388,3.827247,Commercial
Farm 22,End,2020,4,0.34894,0.22244925,Georgia,0.116241,0.014541,0.366187,0.503031,0,0,0,0,1.039190219,26.165395,20.846447,23.506184,26.640263,10.354474,15.526711,75.173289,4.441842,150.255132,123.436316,100.743816,2.789211,174.597763,407.561184,2.1444007,2.5515625,2.1705428,2.2067949,2.6429031,2.197679,7.2356242,8.0004784,5.5550233,23.155468,0.2816142,0.8661713,73.0918297,18.6278102,-0.900700943,-1.819280403,-1.771060147,-0.628875797,0.239177274,-1.070327032,0.171527539,3.531945879,-2.570567183,-0.863140552,-0.061360053,0.492139224,0.004602144,-2.234368173,4.370442,8.536597,7.89771,3.789395,2.942058,4.722008,2.448832,18.634038,13.636676,2.944245,2.602262,2.945647,2.005854,9.780287,4.32732,4.322561,4.326237,4.327273,4.298254,4.320139,4.32617,3.35773,4.330035,4.312054,4.330729,4.28352,4.237947,4.329664,Commercial
Farm 22-W,Winter,2020,1,0.01439,0.0083462,Georgia,0,0,1,0,0,0,0,0,0,25.27,21.703617,23.486383,25.400851,8.290426,16.452553,82.276383,6.075745,124.871277,91.931489,100.628511,3.238723,154.802553,405.098723,3.064817,3.009885,2.901573,3.232657,2.549914,2.663284,7.608659,11.971252,9.125201,29.922779,0.278669,1.244226,80.130839,23.351078,-1.2114131,-1.6674782,-1.7192344,-1.1569091,0.1282708,-1.3462614,-0.6320154,5.2907982,-0.3852024,-0.5951015,0.1624085,0.9759898,0.2511571,-2.332615,3.776934,5.278258,5.070021,3.717274,2.36889,4.275807,2.84635,33.410678,2.093444,2.422887,3.918185,3.213762,1.807674,8.711478,3.842523,3.839813,3.842037,3.841743,3.80262,3.836093,3.845864,2.953686,3.847505,3.791253,3.850144,3.782686,3.714245,3.848441,Commercial